1636,1
1639,1
1643,1
1646,0
1648,1
1649,0
1651,1
1652,0
1654,0
1656,1
1657,0
1658,0
1662,0
1663,0
1665,1
1666,1
1670,0
1675,0
1677,0
1678,0
1680,0
1683,1
1686,1
1687,1
1691,0
1692,0
1693,0
1694,1
1695,1
1697,1
1698,0
1700,0
1702,0
1703,1
1708,0
1709,0
1710,0
1712,0
1713,1
1714,0
1715,1
1716,1
1717,1
1721,1
1725,0
1726,1
1728,1
1733,0
1735,1
1736,1
1737,0
1739,0
1742,0
1746,0
1748,1
1749,0
1753,1
1754,1
1757,0
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1766,0
1767,1
1768,1
1770,1
1771,1
1772,1
1773,1
1774,0
1775,0
1779,1
1783,1
1784,1
1785,1
1789,0
1790,0
1793,1
1794,1
1798,1
1801,1
1804,0
1806,0
1808,0
1813,0
1817,0
1818,1
1824,0
1826,1
1829,1
1830,0
1831,1
1835,0
1836,0
1837,1
1839,0
1841,1
1845,1
1850,0
1852,0
1855,1
1856,1
1857,1
1859,0
1866,1
1867,0
1869,0
1880,1
1881,1
1884,0
1885,1
1886,1
1887,1
1888,1
1892,0
1893,0
1895,0
1898,1
1900,0
1901,0
1902,1
1906,1
1907,0
1912,0
1917,1
1918,1
1922,0
1923,0
1928,1
1929,0
1934,1
1936,1
1939,1
1943,1
1945,0
1947,1
1948,0
1949,0
1950,0
1951,1
1952,1
1953,1
1955,0
1957,0
1958,0
1959,1
1964,0
1965,0
1969,1
1972,1
1974,0
1976,0
1977,1
1980,0
1981,1
1982,0
1983,1
1985,0
1988,0
1991,0
1992,1
1994,0
1997,1
1998,1
2004,1
2005,1
2010,0
2014,0
2016,0
2017,1
2019,0
2020,0
2025,1
2026,1
2028,1
2029,1
2030,1
2031,1
2033,0
2037,0
2038,1
2039,0
2041,0
2043,1
2044,1
2047,0
2049,1
2050,1
2053,0
2054,0
2055,0
2057,0
2058,0
2060,1
2062,1
2063,1
2066,1
2067,1
2072,0
2073,1
2074,0
2075,1
2078,0
2079,0
2082,0
2083,0
2085,0
2088,0
2093,0
2094,1
2095,1
2096,0
2099,1
2100,0
2104,1
2106,0
2108,1
2109,0
2112,0
2114,1
2115,1
2116,0
2119,1
2124,0
2125,0
2126,1
2128,1
2130,0
2131,1
2132,1
2133,0
2134,0
2137,0
2140,1
2142,1
2143,1
2144,1
2147,1
2151,1
2155,0
2156,1
2158,0
2161,0
2166,0
2170,1
2174,0
2175,0
2179,1
2180,0
2181,1
2183,0
2188,0
2190,1
2192,0
2193,1
2194,0
2198,0
2202,0
2204,1
2205,1
2207,1
2208,1
2209,1
2210,0
2212,1
2213,0
2216,1
2218,0
2219,1
2223,1
2224,1
2229,0
2230,0
2232,1
2234,0
2235,1
2238,0
2239,1
2240,1
2241,1
2243,1
2245,0
2246,1
2248,0
2249,0
2250,1
2253,0
2254,0
2255,0
2258,0
2262,0
2265,0
2266,1
2270,0
2272,0
2277,0
2278,0
2279,1
2287,0
2288,0
2291,1
2293,0
2294,1
2295,1
2299,1
2300,0
2302,0
2305,1
2306,1
2307,0
2308,0
2311,0
2312,1
2314,0
2317,1
2318,0
2319,0
2323,1
2324,1
2325,0
2328,0
2329,1
2330,1
2331,0
2332,0
2333,1
2337,1
2340,0
2342,0
2343,0
2345,1
2346,0
2348,1
2350,0
2358,0
2364,0
2365,0
2366,0
2369,1
2372,1
2373,0
2377,0
2379,1
2381,1
2385,1
2386,1
2390,0
2395,1
2397,1
2398,1
2399,0
2401,1
2406,0
2407,1
2408,1
2409,1
2410,0
2411,1
2412,1
2414,0
2415,1
2420,0
2424,1
2427,0
2432,1
2433,0
2434,1
2438,0
2443,0
2445,0
2449,0
2450,0
2452,0
2453,0
2454,1
2455,1
2456,0
2457,1
2458,0
2461,1
2462,0
2468,0
2470,1
2472,1
2473,0
2474,0
2476,1
2479,0
2480,0
2481,0
2489,0
2490,0
2491,0
2494,1
2495,1
2497,0
2499,1
2501,1
2504,0
2505,1
2508,1
2509,0
2512,1
2513,1
2514,1
2515,0
2518,0
2521,1
2524,1
2526,0
2527,0
2529,1
2538,0
2539,1
2540,0
2542,1
2543,0
2544,0
2545,1
2549,0
2552,0
2554,0
2557,1
2560,1
2563,0
2566,1
2567,1
2568,1
2572,0
2573,0
2574,1
2576,0
2577,0
2578,1
2579,1
2581,0
2583,0
2584,1
2585,0
2586,1
2588,0
2592,1
2593,0
2594,1
2598,0
2600,0
2601,1
2602,1
2605,0
2608,1
2609,0
2612,1
2613,0
2614,1
2616,1
2617,0
2621,1
2622,0
2623,1
2625,0
2626,1
2629,0
2631,1
2632,0
2634,0
2635,0
2636,0
2638,0
2644,0
2645,1
2649,0
2651,1
2653,1
2654,0
2656,1
2657,1
2661,0
2664,0
2667,1
2668,0
2670,0
2674,0
2677,0
2678,0
2683,1
2684,1
2688,1
2692,0
2695,0
2697,0
2698,0
2699,1
2700,1
2702,1
2703,0
2706,1
2707,1
2708,1
2709,0
2710,0
2712,1
2713,1
2714,1
2715,1
2719,0
2720,0
2726,1
2728,1
2729,1
2737,0
2738,1
2739,0
2740,1
2741,0
2743,1
2746,1
2748,1
2750,0
2751,0
2754,0
2756,1
2757,0
2759,0
2761,1
2764,0
2766,1
2768,0
2770,1
2773,1
2776,0
2777,1
2778,0
2779,0
2780,1
2781,0
2784,1
2785,0
2786,0
2789,1
2790,1
2793,0
2794,0
2795,0
2797,0
2799,1
2802,1
2805,1
2808,0
2809,0
2810,0
2812,0
2814,0
2816,0
2819,1
2820,1
2821,1
2823,0
2829,0
2831,0
2834,1
2835,1
2836,1
2837,0
2838,0
2840,0
2841,1
2847,0
2849,0
2853,0
2857,1
2858,0
2859,0
2861,0
2862,1
2863,1
2864,0
2865,0
2866,0
2867,1
2868,1
2871,1
2872,1
2873,0
2874,0
2878,0
2881,1
2883,0
2884,1
2886,0
2888,0
2889,1
2891,1
2894,0
2895,1
2899,0
2900,0
2902,0
2905,1
2906,1
2908,0
2909,1
2911,0
2912,0
2913,0
2914,1
2915,1
2917,0
2920,0
2921,1
2922,0
2923,0
2925,1
2926,1
2927,1
2929,0
2931,1
2933,1
2940,0
2941,0
2943,0
2947,1
2948,1
2949,1
2950,0
2951,0
2953,0
2954,0
2963,0
2964,0
2966,0
2967,0
2968,0
2969,0
2970,1
2974,1
2975,1
2977,1
2978,0
2981,1
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,0
2992,1
2993,0
2994,0
2995,1
2996,0
2997,0
2998,0
3001,0
3004,0
3005,1
3008,0
3009,0
3010,1
3013,0
3016,0
3017,0
3018,1
3020,1
3022,1
3024,0
3026,1
3027,1
3029,1
3032,1
3033,1
3034,0
3036,0
3037,0
3041,1
3042,1
3044,1
3045,1
3048,1
3049,1
3050,1
3051,1
3052,0
3053,0
3054,0
3056,1
3057,0
3060,1
3062,0
3063,1
3065,1
3069,1
3071,1
3072,0
3075,0
3077,0
3081,0
3083,1
3084,1
3086,0
3087,0
3088,1
3090,1
3091,0
3092,0
3093,0
3094,0
3096,0
3097,1
3098,0
3099,0
3100,1
3102,1
3103,0
3110,1
3111,1
3116,0
3117,1
3119,0
3120,0
3124,1
3125,0
3126,1
3129,0
3131,0
3132,1
3134,0
3138,0
3139,1
3141,1
3146,0
3147,0
3149,0
3150,1
3155,1
3157,1
3159,1
3160,0
3161,0
3162,1
3164,1
3166,0
3167,1
3168,0
3169,0
3172,1
3174,0
