id	bot	statuses_count	default_profile	default_profile_image	friends_count	followers_count	favourites_count	geo_enabled	listed_count	account_age_hours	diversity	mean_mins_between_tweets	mean_tweet_length	mean_retweets	reply_rate
154	0	1300	0	0	116	112	29	0	10	63522	0.670863309353	3823.48170732	104.654545455	1	0.0484848484848
155	0	564	0	0	128	192	0	0	14	55539	0.614973262032	12752.5628415	129.461956522	1	0.304347826087
159	0	163	0	0	434	470	328	0	5	17108	0.706563706564	15676.483871	76.619047619	1.76923076923	0.492063492063
160	0	155	0	0	729	227	165	0	11	8428	0.790744466801	4574.88679245	97.1962616822	1.28571428571	0.280373831776
163	0	1005	0	0	1347	493	117	1	22	64424	0.6671875	9385.50344828	81.5821917808	2.0625	0.575342465753
164	0	66555	0	0	2003	1146	17917	0	81	31827	0.626804123711	24.8531468531	77.5	1.11111111111	0.409722222222
165	0	3009	0	0	1910	643	319	1	15	32954	0.70618556701	4733.82051282	103.775	1.1	0.725
166	0	2345	0	0	594	614	42	0	40	43732	0.64610866373	1236.59863946	94.972972973	1.13333333333	0.722972972973
167	0	8847	0	0	292	46858	1071	1	4200	64347	0.718232044199	1071.18023256	74.4797687861	23.6835443038	0.491329479769
168	0	4054	0	0	634	1526	1250	1	90	35714	0.6752	810.607142857	90.3404255319	2.58536585366	0.382978723404
170	0	2685	0	0	536	1134	616	1	81	58915	0.579072532699	537.141242938	84.4101123596	2.83333333333	0.668539325843
171	0	519	0	0	282	166	25	1	17	55712	0.765350877193	16474.6021505	100.180851064	2.18181818182	0.212765957447
172	1	484	1	0	413	134	21	0	0	32498	0.816367265469	10567.6105263	90.34375	1.66666666667	0.0729166666667
174	0	200	0	0	1321	285	5	1	0	52463	0.644675925926	9429.05590062	81.5987654321	1.25	0.20987654321
176	0	124	0	0	150	1122	3	0	5	30525	0.845679012346	43732	103.857142857	1.25	0.0357142857143
177	0	278	0	0	468	81	83	0	2	30396	0.690582959641	10138.3283582	86.6444444444	1	0.148148148148
178	0	223	0	0	1054	816	0	0	29	27462	0.339726027397	3770.54271357	84.385	1.18518518519	0
180	0	339	0	0	729	534	757	0	29	44931	0.701520912548	4625.08333333	109.568807339	2.0303030303	0.559633027523
181	0	10670	1	0	2350	2307	1348	0	72	51482	0.628472222222	410.347826087	111.85106383	5.03125	0.0425531914894
183	0	2288	0	0	445	176	176	1	18	44908	0.244635193133	998.426229508	84.6576086957	1	0.054347826087
184	1	32	1	1	165	16	2	0	0	58771	0.726666666667	96720.4333333	93.7419354839	1	0.0967741935484
185	0	145	0	0	351	88	3	1	9	35588	0.761821366025	17262.1327434	103.824561404	1.81818181818	0.421052631579
186	0	9838	0	0	885	8913	5601	1	851	72941	0.643382352941	499.9140625	84.9069767442	7.09677419355	0.790697674419
190	0	6761	0	0	1172	304	3287	1	17	61845	0.763043478261	3331.68817204	77.1914893617	1.125	0.117021276596
193	0	48	0	0	330	172	33	0	11	45754	0.705	18744.4761905	93.4651162791	2.25	0.697674418605
197	0	276	0	0	89	47	3	1	0	48069	0.769230769231	36961.25	63.8780487805	1.33333333333	0.658536585366
198	0	1025	0	0	264	6340	642	1	590	54519	0.366995073892	3479.82142857	105.343195266	5.91729323308	0.236686390533
199	0	2306	0	0	1307	2284	845	1	229	54987	0.757522123894	1362.07964602	87.1403508772	2.48275862069	0.201754385965
201	0	672	0	0	1796	538	65	0	38	52816	0.376470588235	1590.43718593	114.235	1.55102040816	0.18
203	0	296	0	0	1462	627	215	0	27	39703	0.612665684831	9937.05714286	92.2127659574	2.02564102564	0.148936170213
205	0	8455	0	0	2281	12184	91	1	472	70171	0.817518248175	145.090909091	106.264705882	4.64285714286	0
207	0	5486	0	0	1123	980	292	1	83	59999	0.677710843373	576.459459459	91.7382550336	1.44444444444	0.469798657718
208	0	2132	0	0	218	178	463	1	3	55418	0.693530079455	1748.89772727	100.666666667	2.88888888889	0.112994350282
209	0	469	0	0	399	193	22	0	17	38652	0.678145695364	2940.03205128	92.5605095541	1.52777777778	0.0764331210191
210	0	103	0	0	269	65	55	0	2	57781	0.779874213836	28307.4285714	81.53125	2	0.078125
211	0	1791	0	0	940	359	1283	0	5	51802	0.526950925181	8138.85858586	92.1155778894	1.23076923077	0.854271356784
212	0	20	1	0	157	10	1337	1	0	51967	0.850746268657	210343.785714	94.8666666667	2	0.666666666667
213	0	1143	0	0	444	2883	433	0	158	30483	0.68949044586	3484.82706767	87.8358208955	2.5303030303	0.402985074627
214	1	20	0	0	1706	8	0	1	0	42720	0.708860759494	51000.8235294	59.8888888889	1.5	0.444444444444
216	0	68	0	0	167	78	11	0	5	50998	0.85472972973	33779.4915254	97.9	1	0.183333333333
218	0	10091	0	0	981	1210	9540	1	72	69660	0.473522167488	40.3506849315	78.7295081967	2.85714285714	0.70218579235
219	1	97	0	0	676	198	30	0	5	16155	0.648058252427	11600.3947368	113.090909091	1	0.025974025974
221	0	132	0	0	367	101	35	0	1	35036	0.840707964602	22337.9032258	110.73015873	1	0.111111111111
222	1	733	1	0	56	325	1	0	42	20341	0.582608695652	1879.18705036	112	5.41666666667	0.621428571429
225	0	18482	0	0	1143	978	145	1	54	47839	0.611727416799	1757.86153846	71.465648855	1.71428571429	0.267175572519
230	0	12339	0	0	1133	10926	4455	1	132	40614	0.617900172117	779.767241379	109.794871795	1.5	0.145299145299
231	0	257	0	0	188	40	18	1	1	20936	0.728778467909	11318.6896552	93.6022727273	1	0.306818181818
236	0	834	0	0	165	164	4	1	6	52732	0.752293577982	11399.5243902	67.5903614458	1.875	0.277108433735
237	1	772	1	0	643	50	461	0	16	20763	0.84350132626	2389.35064935	110.205128205	1.2	0.0384615384615
239	0	768	0	0	1026	358	54	1	18	57109	0.485322896282	4454.35164835	94.0273224044	1.35	0.20218579235
241	1	4	1	1	1227	1	0	0	1	31770	0.9375	4802.33333333	47.25	2	0.5
243	0	9297	0	0	1611	1682	5638	1	110	55288	0.737003058104	290.548611111	76.7724137931	2	0.48275862069
246	0	2288	0	0	927	639	373	0	29	52733	0.666257668712	3953.62146893	105.41011236	1.60526315789	0.280898876404
247	1	17	1	0	48	12	11	0	0	3247	0.882352941176	5630.77272727	86.5217391304	2	0.0434782608696
255	0	559	1	0	524	604	701	1	42	62365	0.695266272189	2471.08843537	74.5	8.15384615385	0.513513513514
256	0	5845	0	0	841	579	1250	1	61	71868	0.652463382157	7984.46583851	88.549382716	3.2	0.666666666667
257	0	229	0	0	191	111	0	0	2	26197	0.604086845466	6786.42857143	89.3693181818	1.38709677419	0.511363636364
258	0	6911	0	0	927	158	18885	1	11	41968	0.926315789474	2048.57142857	84.5909090909	1	0.136363636364
265	0	3654	0	0	1234	835	236	1	62	61808	0.673863636364	6054.33526012	104.494252874	1.81081081081	0.367816091954
266	0	2427	0	0	1517	682	306	1	63	54159	0.789719626168	469.382022472	94.4888888889	2.04	0
268	0	1096	0	0	475	127	65	0	6	33703	0.691729323308	6093.93150685	91.074829932	1.21428571429	0.333333333333
272	0	509	0	0	225	51	13	0	6	54675	0.748611111111	13933.9452055	86.5442176871	1	0.12925170068
273	0	899	1	0	98	106	208	1	5	39510	0.701803051318	1407.74820144	101.714285714	1.14814814815	0.635714285714
274	1	103	1	0	1156	207	9	0	10	46467	0.758713136729	2543.26829268	97.313253012	1.1	0.734939759036
275	0	4347	0	0	1478	1253	1467	1	108	33728	0.76875957121	519.883561644	88.8571428571	2.22222222222	0.163265306122
277	0	84	0	0	522	48	153	0	1	4453	0.869822485207	5987.86842105	79.4615384615	2	0.153846153846
278	0	287	1	0	228	18	211	0	0	61327	0.686956521739	3177.87421384	79.61875	1	0.86875
280	0	492	0	0	290	208	226	1	5	64735	0.719758064516	2767.54205607	98.0740740741	2.25	0.62037037037
281	1	213	1	0	86	116	5	0	15	16201	0.313822284908	3007.0852459	101.816993464	1.46376811594	0.40522875817
282	0	22	1	0	103	17	7	0	0	49490	0.774193548387	13430.5925926	82.5	1	0.428571428571
284	0	11488	0	0	992	3077	8299	1	247	52100	0.648760330579	505.777070064	111.215189873	5.53488372093	0.803797468354
288	0	57	0	0	188	150	10	0	8	18924	0.717557251908	23958.8723404	72.7083333333	2	0.4375
291	0	332	0	0	223	281	50	1	22	53150	0.782006920415	2277.58461538	101.212121212	2.4375	0.818181818182
292	1	776	1	0	46	52	18	0	7	26527	0.684820393975	4476.78021978	100.819672131	1.34782608696	0.229508196721
293	0	694	0	0	909	448	37	0	10	51602	0.682835820896	7046.41830065	79.7402597403	1.3	0.155844155844
297	0	199	1	0	278	181	120	0	11	45088	0.65521978022	2680.64705882	82.9532163743	2.34615384615	0.380116959064
301	0	1531	0	0	845	399	238	1	29	59098	0.831775700935	4035.68181818	104.086956522	1.25	0.521739130435
304	0	1390	0	0	546	349	25	0	13	53640	0.760598503741	7442.79775281	77.2	1.6	0.422222222222
307	0	3172	0	0	451	564	4290	0	39	70285	0.768240343348	6366.33333333	96.6538461538	1.8	0.769230769231
308	0	425	0	0	1907	392	3	1	12	57057	0.820512820513	29858.3035714	88.6140350877	1.42857142857	0.561403508772
312	0	680	1	0	203	386	325	0	51	37207	0.600269179004	893.214723926	110.304878049	4.5	0.414634146341
313	0	45764	0	0	1803	1995	3603	0	97	29579	0.653997378768	19.0899470899	75.2263157895	1.5	0.784210526316
315	0	2427	0	0	1111	286	4243	1	14	53206	0.688564476886	3165.48421053	81.4166666667	1.5	0.635416666667
318	0	1767	0	0	520	1456	2846	1	72	54895	0.608355091384	1254.36645963	83.3950617284	10.1818181818	0.796296296296
319	0	10961	0	0	1909	2880	105	1	131	62578	0.696524064171	781.65034965	99.4444444444	1.90384615385	0.0763888888889
321	0	434	0	0	555	513	221	0	40	61508	0.369727047146	447.951807229	107.828	2.9842519685	0.136
323	0	249	0	0	1387	335	152	0	13	31557	0.708881578947	1812.8984375	93.4108527132	1	0.116279069767
324	0	459	0	0	1484	218	916	1	5	66228	0.636363636364	4645.23943662	66.5314685315	1	0.230769230769
325	0	869	0	0	1248	447	95	0	17	57643	0.672199170124	7764.55681818	83.0112359551	2.75	0.0786516853933
327	0	3722	0	0	385	372	5141	0	14	36995	0.791540785498	1781.19230769	90.9746835443	1.5	0.721518987342
328	0	709	0	0	60	29	95	0	2	33429	0.778523489933	7857.56296296	65.8308823529	1	0.352941176471
329	0	669	0	0	151	264	73	1	30	31919	0.837209302326	9734.38095238	109.03125	1.76923076923	0.234375
331	0	1027	0	0	514	201	32	0	6	62429	0.579676674365	3741.68041237	105.37755102	1.5	0.0204081632653
334	0	30439	0	0	735	4075	527	1	357	39419	0.548	-12.5682451253	81.9305555556	4.44444444444	0.716666666667
335	0	2274	0	0	512	708	894	1	77	55548	0.688811188811	1481.7	85.1578947368	1.95238095238	0.233918128655
336	0	722	0	0	2000	849	8	0	65	63271	0.751623376623	7437.96747967	97.0967741935	1.2	0.153225806452
337	0	584	0	0	202	466	113	0	44	53689	0.596946564885	6800.08783784	78.5436241611	7.27272727273	0.791946308725
339	0	631	0	0	966	270	172	1	2	49282	0.635802469136	4920.08648649	100.505376344	1.16666666667	0.0322580645161
340	0	7508	0	0	1994	1427	315	0	123	59812	0.498130841121	422.18974359	107.923469388	1.61643835616	0.0765306122449
341	1	7	0	0	1586	5	0	0	0	29593	0.863636363636	412311	95.6	1	0.6
343	0	647	0	0	129	99	1	1	9	53632	0.645474137931	7235.96808511	102.402116402	1.75	0.185185185185
347	0	2100	0	0	366	5727	1223	0	429	74815	0.596825396825	4126.45806452	94.7820512821	24.875	0.846153846154
348	0	6544	0	0	2000	1518	2506	1	135	66653	0.757225433526	475.451327434	95.6315789474	3.34375	0.350877192982
350	0	457	0	0	1014	355	516	1	19	23747	0.68984962406	2210.2970297	113.774509804	1.75	0.156862745098
354	0	1021	0	0	162	144	0	0	31	9002	0.499425947187	642.794285714	117.642045455	1.36363636364	0
355	1	51	0	1	253	61	1	0	9	50336	0.73732718894	35413.9512195	91.8571428571	1.4	0.285714285714
356	0	281	1	0	60	39	8	1	1	49958	0.584967320261	14361.9171598	79.8882352941	1.75	0.376470588235
358	0	4609	0	0	1034	1204	449	0	109	35389	0.655472636816	1193.71014493	90.9496402878	1.66666666667	0.0935251798561
362	0	128	0	0	297	102	15	0	4	39719	0.692307692308	19562.0630631	107.598214286	1.375	0.455357142857
363	0	1584	0	0	690	2182	1536	0	177	34369	0.742200328407	3577	95.7445255474	4.91428571429	0.656934306569
364	0	2616	0	0	286	2139	682	1	156	56667	0.717703349282	4693.11340206	80.2346938776	7.67647058824	0.540816326531
365	0	1243	1	0	2000	968	101	1	17	43191	0.39593495935	175.43877551	105.69035533	1.125	0.0304568527919
367	1	46	1	0	68	43	6	1	4	4567	0.953846153846	12609	105.538461538	1.625	0.0769230769231
368	0	1083	0	0	490	5455	20	0	457	58473	0.716	2601.3	121.226950355	5.4649122807	0.113475177305
370	0	458	1	0	388	544	701	0	44	41618	0.505597014925	2265.2611465	49.6329113924	4.5625	0.911392405063
371	0	1379	0	0	291	184	188	0	9	48548	0.660682226212	1198.232	95.4285714286	1.25	0.777777777778
372	0	828	1	0	462	385	152	0	54	13686	0.928571428571	23237	127.833333333	2	0.166666666667
373	0	5725	0	0	282	4405	619	0	192	38904	0.73164556962	415.823529412	78.9611650485	9.56	0.728155339806
374	0	2769	1	0	1246	1356	5471	1	69	58860	0.653314917127	1829.97058824	75.567251462	24.2333333333	0.578947368421
375	0	894	0	0	122	187	45	1	7	75683	0.593977154725	7671.47826087	80.8486486486	1.1875	0.0648648648649
377	1	20	1	0	167	19	0	0	0	33729	0.747252747253	6348.15789474	77.35	1	0
378	0	204	0	0	40	39	8	0	1	50141	0.646282973621	10946.0585106	71.2857142857	1	0.693121693122
382	0	3956	0	0	2001	389	1707	0	47	52882	0.865979381443	1241.35294118	82.4444444444	1	0.444444444444
383	0	6051	0	0	290	1955	3206	0	179	9872	0.348484848485	174.681818182	87.7738693467	2.63888888889	0
387	0	89	0	0	453	50	370	1	19	36856	0.594011976048	1449.99371069	87.69375	1.78260869565	0.025
388	0	2193	0	0	1157	816	811	1	41	34910	0.71554770318	706.045454545	102	7.77777777778	0.54954954955
389	0	5692	0	0	2366	4168	313	0	104	57074	0.466491458607	481.298611111	121.103448276	2.17391304348	0.0206896551724
394	0	62	1	0	276	82	1	1	2	40523	0.82380952381	27888.6136364	72.3333333333	1.28571428571	0.0888888888889
395	0	1556	0	0	316	130	138	0	4	35767	0.786324786325	1832.09	104.643564356	1.64705882353	0.188118811881
397	0	783	0	0	1474	258	116	1	11	46395	0.744744744745	6164.51666667	99.3425414365	1.8	0.0718232044199
400	0	17939	0	0	1999	674	1238	1	36	70470	0.714673913043	96.4817073171	82.8848484848	1	0.387878787879
401	0	86	1	0	328	65	4	0	27	3946	0.68956043956	3485.53968254	104.578125	1.47619047619	0.078125
403	0	679	0	0	375	171	98	0	5	63100	0.710089399745	10156.1086957	102.924324324	1.48484848485	0.27027027027
404	0	6533	0	0	336	830	1248	1	65	73226	0.723004694836	1210.88235294	80.6504854369	2.35714285714	0.553398058252
406	0	37369	0	0	1234	3398	9284	1	335	72049	0.583016476553	131.809248555	82.6781609195	3.88888888889	0.931034482759
407	0	10420	0	0	620	968	181	0	27	62726	0.645679012346	2041.03278689	85.5706521739	1.25	0.728260869565
408	0	111	0	0	131	48	35	0	3	25300	0.67277486911	5847.41221374	76.9166666667	1	0.0757575757576
409	0	2550	0	0	591	581	1522	0	57	56539	0.786259541985	1970.62295082	84.9756097561	1.6	0.406504065041
412	0	1657	1	0	1069	597	576	0	21	28118	0.805555555556	3820.04210526	89.6354166667	1.84090909091	0.229166666667
416	0	23	1	0	127	73	39	0	5	30029	0.969696969697	380028.25	100.8	1	0.6
417	0	6361	0	0	606	992	140	1	29	60272	0.780152671756	1481.89361702	90.1126760563	1.08333333333	0.450704225352
419	0	492	0	0	1517	616	324	1	12	12723	0.636612021858	3581.47019868	100.348684211	1.53125	0.223684210526
420	0	138	0	0	258	36	122	0	4	28109	0.693761814745	14055.2830189	84.8878504673	1.4	0.420560747664
421	0	82	1	0	217	9	10	1	1	31751	0.768472906404	823.122137405	107.007575758	1	0.0530303030303
423	1	722	0	0	992	215	96	0	10	66184	0.504073319756	4168.12834225	102.776595745	1.54545454545	0.0904255319149
424	0	79	0	0	201	29	10	0	5	56126	0.853904282116	5371.13888889	109.547945205	1.33333333333	0.0958904109589
428	0	157	1	0	229	96	449	1	3	34501	0.650130548303	15067.7923077	93.572519084	1.23076923077	0.190839694656
429	1	2	1	1	1937	6	0	0	1	26123	1	1	72	1	0
430	0	1569	0	0	366	383	205	1	34	64917	0.722772277228	1648.63963964	110.366071429	2.22222222222	0.517857142857
432	0	20043	1	0	1236	2078	344	1	233	63745	0.570637119114	570.173652695	109.232142857	2.125	0.333333333333
433	0	589	0	0	491	32	703	0	0	35025	0.852791878173	6139.35227273	85.3370786517	2.2	0.550561797753
434	1	87	0	0	1068	14	8	1	0	52068	0.756172839506	35502.3170732	59.8313253012	2	0.469879518072
435	0	1860	0	0	1049	206	440	1	8	66937	0.766773162939	3079.62025316	69.8	4	0.15
437	0	384	0	0	1077	123	58	0	0	59195	0.584216725559	18183.4551724	64.3424657534	1.15384615385	0.328767123288
439	0	478	0	0	200	611	76	1	71	39146	0.631284916201	704.09929078	106.704225352	4.4693877551	0.429577464789
445	0	1948	0	0	646	311	159	1	7	65142	0.467142857143	5563.7	95.5315315315	1	0.027027027027
447	0	786	0	0	1997	444	51	0	9	70250	0.825203252033	16078.2340426	102.145833333	1.25	0.6875
448	0	5	0	0	16	6	0	0	0	9683	0.825396825397	41352.7692308	87.0714285714	7	0.214285714286
449	0	913	0	0	395	136	368	1	7	46962	0.664748201439	685.307692308	72.3630573248	1.4	0.496815286624
450	0	2560	0	0	261	284	340	1	17	63269	0.64375	1503.78461538	97.2595419847	1.28571428571	0.534351145038
451	0	1358	0	0	576	565	550	1	32	61181	0.771428571429	5216.86153846	89.0992366412	1.91891891892	0.12213740458
456	1	225	1	0	84	11	0	0	0	11330	0.650283553875	3665.87570621	121.325842697	3.39534883721	0
460	0	2051	0	0	1973	598	72	1	21	55921	0.632443531828	1953.5025641	72.6173469388	2.42857142857	0.0357142857143
462	0	8303	0	0	1990	1623	9139	1	126	72060	0.799076212471	322	104.340425532	2.51428571429	0.446808510638
464	0	410	0	0	1858	1322	184	1	29	50712	0.657836644592	4578.73529412	80.5533980583	1.97674418605	0.359223300971
466	0	374	0	0	758	384	170	1	31	33485	0.607272727273	5437.952	89.3015873016	3.28571428571	0.611111111111
467	0	16	0	0	54	3	67	0	0	60592	0.909090909091	78691.95	113.047619048	1.5	0.380952380952
468	0	1105	0	0	217	285	27	0	12	58043	0.824561403509	7647.62337662	119.025641026	6.0625	0.75641025641
469	0	568	0	0	969	648	78	1	77	63411	0.791821561338	9668.91071429	91.5789473684	8.16666666667	0.0175438596491
470	0	1012	0	0	547	533	809	0	28	55101	0.768831168831	4203.80898876	94.8111111111	1.90909090909	0.666666666667
471	0	3475	0	0	873	993	701	1	100	51826	0.63347164592	1194.56410256	96.8789808917	3.88235294118	0.821656050955
473	1	25	1	1	84	12	1	0	0	12371	0.513157894737	7934.42857143	97.8666666667	1	0.333333333333
479	0	943	0	0	1465	971	248	0	45	42367	0.632265717675	3994.85326087	81.9837837838	1.35294117647	0.291891891892
481	1	178	0	0	613	190	255	0	50	13780	0.706766917293	1213.08092486	116.505747126	1.71794871795	0.137931034483
484	0	233	0	0	252	89	127	0	6	62084	0.411684782609	5421.60869565	85.6172839506	1.69230769231	0.469135802469
492	0	1232	0	0	582	603	522	1	50	53553	0.665008291874	3115.73239437	74.034965035	2.28	0.426573426573
